ano,inadequação,região,contagem,valor_percentual
2016,Inadequação fundiária,Região Metropolitana de Fortaleza (CE),66.027,5.61
2016,Inadequação fundiária,Região Metropolitana de Natal (RN),36.159,8.76
2016,Inadequação fundiária,Região Metropolitana de João Pessoa (PB),12.356,3.33
2016,Inadequação fundiária,Região Metropolitana de Recife (PE),108.977,8.61
2016,Inadequação fundiária,Região Metropolitana de Maceió (AL),14.798,3.75
2016,Inadequação fundiária,Região Metropolitana de Aracaju (SE),16.117,5.32
2016,Inadequação fundiária,Região Metropolitana de Salvador (BA),90.289,6.94
2017,Inadequação fundiária,Região Metropolitana de Fortaleza (CE),105.129,8.76
2017,Inadequação fundiária,Região Metropolitana de Natal (RN),20.354,4.76
2017,Inadequação fundiária,Região Metropolitana de João Pessoa (PB),29.126,7.75
2017,Inadequação fundiária,Região Metropolitana de Recife (PE),104.493,8.05
2017,Inadequação fundiária,Região Metropolitana de Maceió (AL),20.725,4.92
2017,Inadequação fundiária,Região Metropolitana de Aracaju (SE),17.716,5.78
2017,Inadequação fundiária,Região Metropolitana de Salvador (BA),169.528,12.53
2018,Inadequação fundiária,Região Metropolitana de Fortaleza (CE),70.083,5.53
2018,Inadequação fundiária,Região Metropolitana de Natal (RN),16.842,3.9
2018,Inadequação fundiária,Região Metropolitana de João Pessoa (PB),50.803,13.56
2018,Inadequação fundiária,Região Metropolitana de Recife (PE),107.752,8.16
2018,Inadequação fundiária,Região Metropolitana de Maceió (AL),24.899,5.58
2018,Inadequação fundiária,Região Metropolitana de Aracaju (SE),14.889,4.86
2018,Inadequação fundiária,Região Metropolitana de Salvador (BA),170.601,12.58
2019,Inadequação fundiária,Região Metropolitana de Fortaleza (CE),63.878,5.14
2019,Inadequação fundiária,Região Metropolitana de Natal (RN),10.635,2.31
2019,Inadequação fundiária,Região Metropolitana de João Pessoa (PB),48.456,12.15
2019,Inadequação fundiária,Região Metropolitana de Recife (PE),198.198,14.7
2019,Inadequação fundiária,Região Metropolitana de Maceió (AL),35.878,7.67
2019,Inadequação fundiária,Região Metropolitana de Aracaju (SE),6.96,2.17
2019,Inadequação fundiária,Região Metropolitana de Salvador (BA),183.962,12.95
2016,piso inadequado,Região Metropolitana de Fortaleza (CE),5.153,0.44
2016,piso inadequado,Região Metropolitana de Natal (RN),643.0,0.16
2016,piso inadequado,Região Metropolitana de João Pessoa (PB),0.0,0.0
2016,piso inadequado,Região Metropolitana de Recife (PE),3.386,0.27
2016,piso inadequado,Região Metropolitana de Maceió (AL),678.0,0.17
2016,piso inadequado,Região Metropolitana de Aracaju (SE),588.0,0.19
2016,piso inadequado,Região Metropolitana de Salvador (BA),2.091,0.16
2017,piso inadequado,Região Metropolitana de Fortaleza (CE),3.142,0.26
2017,piso inadequado,Região Metropolitana de Natal (RN),318.0,0.07
2017,piso inadequado,Região Metropolitana de João Pessoa (PB),397.0,0.11
2017,piso inadequado,Região Metropolitana de Recife (PE),2.262,0.17
2017,piso inadequado,Região Metropolitana de Maceió (AL),490.0,0.12
2017,piso inadequado,Região Metropolitana de Aracaju (SE),0.0,0.0
2017,piso inadequado,Região Metropolitana de Salvador (BA),1.139,0.08
2018,piso inadequado,Região Metropolitana de Fortaleza (CE),6.066,0.48
2018,piso inadequado,Região Metropolitana de Natal (RN),185.0,0.04
2018,piso inadequado,Região Metropolitana de João Pessoa (PB),290.0,0.08
2018,piso inadequado,Região Metropolitana de Recife (PE),1.689,0.13
2018,piso inadequado,Região Metropolitana de Maceió (AL),449.0,0.1
2018,piso inadequado,Região Metropolitana de Aracaju (SE),415.0,0.14
2018,piso inadequado,Região Metropolitana de Salvador (BA),1.448,0.11
2019,piso inadequado,Região Metropolitana de Fortaleza (CE),1.526,0.12
2019,piso inadequado,Região Metropolitana de Natal (RN),0.0,0.0
2019,piso inadequado,Região Metropolitana de João Pessoa (PB),748.0,0.19
2019,piso inadequado,Região Metropolitana de Recife (PE),1.769,0.13
2019,piso inadequado,Região Metropolitana de Maceió (AL),680.0,0.15
2019,piso inadequado,Região Metropolitana de Aracaju (SE),0.0,0.0
2019,piso inadequado,Região Metropolitana de Salvador (BA),1.174,0.08
2016,Domicílios inadequados,Região Metropolitana de Fortaleza (CE),554.169,47.12
2016,Domicílios inadequados,Região Metropolitana de Natal (RN),259.525,62.87
2016,Domicílios inadequados,Região Metropolitana de João Pessoa (PB),203.724,54.83
2016,Domicílios inadequados,Região Metropolitana de Recife (PE),783.118,61.86
2016,Domicílios inadequados,Região Metropolitana de Maceió (AL),234.767,59.55
2016,Domicílios inadequados,Região Metropolitana de Aracaju (SE),126.465,41.71
2016,Domicílios inadequados,Região Metropolitana de Salvador (BA),628.964,48.36
2017,Domicílios inadequados,Região Metropolitana de Fortaleza (CE),553.822,46.14
2017,Domicílios inadequados,Região Metropolitana de Natal (RN),285.290,66.76
2017,Domicílios inadequados,Região Metropolitana de João Pessoa (PB),205.625,54.69
2017,Domicílios inadequados,Região Metropolitana de Recife (PE),819.073,63.14
2017,Domicílios inadequados,Região Metropolitana de Maceió (AL),238.099,56.57
2017,Domicílios inadequados,Região Metropolitana de Aracaju (SE),97.951,31.98
2017,Domicílios inadequados,Região Metropolitana de Salvador (BA),715.604,52.88
2018,Domicílios inadequados,Região Metropolitana de Fortaleza (CE),578.824,45.65
2018,Domicílios inadequados,Região Metropolitana de Natal (RN),233.677,54.1
2018,Domicílios inadequados,Região Metropolitana de João Pessoa (PB),234.349,62.56
2018,Domicílios inadequados,Região Metropolitana de Recife (PE),894.706,67.72
2018,Domicílios inadequados,Região Metropolitana de Maceió (AL),232.504,52.15
2018,Domicílios inadequados,Região Metropolitana de Aracaju (SE),104.285,34.05
2018,Domicílios inadequados,Região Metropolitana de Salvador (BA),598.446,44.14
2019,Domicílios inadequados,Região Metropolitana de Fortaleza (CE),528.811,42.57
2019,Domicílios inadequados,Região Metropolitana de Natal (RN),246.709,53.58
2019,Domicílios inadequados,Região Metropolitana de João Pessoa (PB),241.980,60.7
2019,Domicílios inadequados,Região Metropolitana de Recife (PE),1.003.801,74.44
2019,Domicílios inadequados,Região Metropolitana de Maceió (AL),232.596,49.69
2019,Domicílios inadequados,Região Metropolitana de Aracaju (SE),119.118,37.19
2019,Domicílios inadequados,Região Metropolitana de Salvador (BA),668.754,47.07
